frase_limpa,classe,fonte,frase
o aplicativo não reconhece minha senha de jeito nenhum,Negativa,Gemini,O aplicativo não reconhece minha senha de jeito nenhum.
a interface dificulta encontrar funções importantes,Negativa,ChatGPT,A interface dificulta encontrar funções importantes.
as ferramentas de edição são muito completas e fáceis de usar,Positiva,Gemini,As ferramentas de edição são muito completas e fáceis de usar.
a opção de desfazer ações rapidamente evita muitas dores de cabeça,Positiva,Gemini,A opção de desfazer ações rapidamente evita muitas dores de cabeça.
excelente desempenho e ótima experiência visual,Positiva,ChatGPT,Excelente desempenho e ótima experiência visual.
aplicativo rápido e muito organizado visualmente,Positiva,ChatGPT,Aplicativo rápido e muito organizado visualmente.
a experiência do usuário é extremamente ruim,Negativa,ChatGPT,A experiência do usuário é extremamente ruim.
gostei bastante da funcionalidade e praticidade,Positiva,ChatGPT,Gostei bastante da funcionalidade e praticidade.
alguns aplicativos permitem chamadas de vídeo,Neutra,ChatGPT,Alguns aplicativos permitem chamadas de vídeo.
as atualizações pioram o desempenho do sistema,Negativa,ChatGPT,As atualizações pioram o desempenho do sistema.
o app impede o uso de gerenciadores de senha,Negativa,Claude,O app impede o uso de gerenciadores de senha.
histórico de atividades bem detalhado e fácil de consultar,Positiva,Claude,Histórico de atividades bem detalhado e fácil de consultar.
alguns aplicativos possuem histórico sincronizado,Neutra,ChatGPT,Alguns aplicativos possuem histórico sincronizado.
a busca interna não encontra nada é completamente inútil,Negativa,Claude,"A busca interna não encontra nada, é completamente inútil."
aplicativos podem armazenar histórico de uso,Neutra,ChatGPT,Aplicativos podem armazenar histórico de uso.
aplicativo intuitivo e muito bem estruturado,Positiva,ChatGPT,Aplicativo intuitivo e muito bem estruturado.
o aplicativo fecha sozinho ao alternar entre telas,Negativa,ChatGPT,O aplicativo fecha sozinho ao alternar entre telas.
aplicativos de senha gerenciam e criptografam credenciais de acesso do usuário,Neutra,Claude,Aplicativos de senha gerenciam e criptografam credenciais de acesso do usuário.
ficou muito mais fácil gerenciar minhas tarefas com ele,Positiva,Gemini,Ficou muito mais fácil gerenciar minhas tarefas com ele.
aplicativos de redes sociais exibem publicações de usuários,Neutra,ChatGPT,Aplicativos de redes sociais exibem publicações de usuários.
a navegação por gestos facilita muito o uso com uma mão,Positiva,Gemini,A navegação por gestos facilita muito o uso com uma mão.
a publicidade em jogos móveis pode incluir banners permanentes posicionados nas bordas da tela,Neutra,Gemini,A publicidade em jogos móveis pode incluir banners permanentes posicionados nas bordas da tela.
excelente desempenho sem consumir muitos recursos,Positiva,ChatGPT,Excelente desempenho sem consumir muitos recursos.
tiraram a melhor função do aplicativo na nova versão,Negativa,Gemini,Tiraram a melhor função do aplicativo na nova versão.
aplicativos de crm armazenam informações de clientes e histórico de interações,Neutra,Claude,Aplicativos de CRM armazenam informações de clientes e histórico de interações.
o reconhecimento facial para entrar no app funciona perfeitamente,Positiva,Gemini,O reconhecimento facial para entrar no app funciona perfeitamente.
propagandas com som alto que tocam do nada odiei,Negativa,Gemini,"Propagandas com som alto que tocam do nada, odiei."
fonte muito pequena impossível ler sem aumentar o zoom,Negativa,Claude,"Fonte muito pequena, impossível ler sem aumentar o zoom."
este aplicativo mudou a minha rotina para melhor com uma interface super intuitiva e recursos que realmente funcionam sem travar,Positiva,Gemini,"Este aplicativo mudou a minha rotina para melhor, com uma interface super intuitiva e recursos que realmente funcionam sem travar."
os vídeos travam mesmo em conexões estáveis,Negativa,ChatGPT,Os vídeos travam mesmo em conexões estáveis.
aplicativo excelente para organizar compromissos diariamente,Positiva,ChatGPT,Aplicativo excelente para organizar compromissos diariamente.
interface tão boa que aprendi a usar sem ler nenhum tutorial,Positiva,Claude,Interface tão boa que aprendi a usar sem ler nenhum tutorial.
o app virou uma máquina de mostrar propagandas desinstalando,Negativa,Gemini,"O app virou uma máquina de mostrar propagandas, desinstalando."
não há modo escuro usar à noite machuca os olhos,Negativa,Claude,"Não há modo escuro, usar à noite machuca os olhos."
o google meet suporta reuniões com até participantes em planos pagos,Neutra,Claude,O Google Meet suporta reuniões com até 1.000 participantes em planos pagos.
aplicativos de leitura exibem livros digitais,Neutra,ChatGPT,Aplicativos de leitura exibem livros digitais.
cada detalhe da interface foi pensado com cuidado e atenção ao usuário,Positiva,Claude,Cada detalhe da interface foi pensado com cuidado e atenção ao usuário.
o aplicativo perde informações importantes frequentemente,Negativa,ChatGPT,O aplicativo perde informações importantes frequentemente.
os filtros de imagem do aplicativo são de qualidade profissional,Positiva,Gemini,Os filtros de imagem do aplicativo são de qualidade profissional.
aplicativo muito eficiente e com ótima estabilidade,Positiva,ChatGPT,Aplicativo muito eficiente e com ótima estabilidade.
o google family link permite monitorar atividades em dispositivos infantis,Neutra,Claude,O Google Family Link permite monitorar atividades em dispositivos infantis.
gostei muito do visual moderno e da praticidade,Positiva,ChatGPT,Gostei muito do visual moderno e da praticidade.
o processo de publicar um app na app store exige aprovação da apple,Neutra,Claude,O processo de publicar um app na App Store exige aprovação da Apple.
o aplicativo é divertido e interativo não canso de usar,Positiva,Gemini,"O aplicativo é divertido e interativo, não canso de usar."
a melhor experiência de usuário que já tive em um app,Positiva,Claude,A melhor experiência de usuário que já tive em um app.
aplicativos podem solicitar atualização obrigatória,Neutra,ChatGPT,Aplicativos podem solicitar atualização obrigatória.
amei a facilidade de sincronização entre os meus dispositivos,Positiva,Gemini,Amei a facilidade de sincronização entre os meus dispositivos.
a clareza das fontes torna a leitura muito confortável,Positiva,Gemini,A clareza das fontes torna a leitura muito confortável.
consumo de dados móveis muito baixo ótimo para planos limitados,Positiva,Claude,"Consumo de dados móveis muito baixo, ótimo para planos limitados."
excelente qualidade e recursos muito bem planejados,Positiva,ChatGPT,Excelente qualidade e recursos muito bem planejados.
aplicativos móveis são softwares projetados para rodar em smartphones e tablets,Neutra,Gemini,Aplicativos móveis são softwares projetados para rodar em smartphones e tablets.
configuração de privacidade volta ao padrão sem eu alterar,Negativa,Claude,Configuração de privacidade volta ao padrão sem eu alterar.
muitos jogos possuem tutoriais interativos na primeira vez em que o aplicativo é aberto,Neutra,Gemini,Muitos jogos possuem tutoriais interativos na primeira vez em que o aplicativo é aberto.
alguns aplicativos suportam integração com impressoras,Neutra,ChatGPT,Alguns aplicativos suportam integração com impressoras.
novas versões de um aplicativo podem adicionar ou remover funcionalidades,Neutra,Gemini,Novas versões de um aplicativo podem adicionar ou remover funcionalidades.
as dicas de saúde e bemestar do app são maravilhosas,Positiva,Gemini,As dicas de saúde e bem-estar do app são maravilhosas.
hashtags são usadas em aplicativos para agrupar postagens sobre um mesmo assunto,Neutra,Gemini,Hashtags são usadas em aplicativos para agrupar postagens sobre um mesmo assunto.
revistas digitais podem ser acessadas por meio de aplicativos de bancas virtuais móveis,Neutra,Gemini,Revistas digitais podem ser acessadas por meio de aplicativos de bancas virtuais móveis.
o app cobra frete diferente do mostrado antes da finalização,Negativa,Claude,O app cobra frete diferente do mostrado antes da finalização.
ótima ferramenta para aumentar a produtividade diária,Positiva,ChatGPT,Ótima ferramenta para aumentar a produtividade diária.
o layout muda sem necessidade a cada atualização,Negativa,ChatGPT,O layout muda sem necessidade a cada atualização.
alguns aplicativos sincronizam contatos automaticamente,Neutra,ChatGPT,Alguns aplicativos sincronizam contatos automaticamente.
telas bem pensadas cada elemento está exatamente onde deveria estar,Positiva,Claude,"Telas bem pensadas, cada elemento está exatamente onde deveria estar."
a rapidez na resposta dos comandos de toque é excelente,Positiva,Gemini,A rapidez na resposta dos comandos de toque é excelente.
a versão nova retirou funções essenciais sem aviso,Negativa,Claude,A versão nova retirou funções essenciais sem aviso.
muito estável nunca fechou sozinho na minha mão,Positiva,Gemini,"Muito estável, nunca fechou sozinho na minha mão."
resolvi todos os meus problemas com apenas alguns cliques,Positiva,Gemini,Resolvi todos os meus problemas com apenas alguns cliques.
o aplicativo apresenta erros ao enviar arquivos,Negativa,ChatGPT,O aplicativo apresenta erros ao enviar arquivos.
o sistema de favoritos em pastas deixa tudo mais organizado,Positiva,Gemini,O sistema de favoritos em pastas deixa tudo mais organizado.
aplicativos móveis podem ser atualizados remotamente,Neutra,ChatGPT,Aplicativos móveis podem ser atualizados remotamente.
recebi spam no email após cadastrar no aplicativo,Negativa,Claude,Recebi spam no email após cadastrar no aplicativo.
não consigo adicionar endereços internacionais no perfil,Negativa,Claude,Não consigo adicionar endereços internacionais no perfil.
o consumo de bateria aumentou muito depois da instalação,Negativa,ChatGPT,O consumo de bateria aumentou muito depois da instalação.
gostei bastante da rapidez e praticidade oferecidas,Positiva,ChatGPT,Gostei bastante da rapidez e praticidade oferecidas.
congela a tela do meu celular e preciso reiniciar o aparelho,Negativa,Gemini,Congela a tela do meu celular e preciso reiniciar o aparelho.
aplicativo muito agradável e fácil de configurar,Positiva,ChatGPT,Aplicativo muito agradável e fácil de configurar.
aplicativos móveis podem ser desenvolvidos em flutter,Neutra,ChatGPT,Aplicativos móveis podem ser desenvolvidos em Flutter.
experiência fluida e muito agradável em todas as funções,Positiva,ChatGPT,Experiência fluida e muito agradável em todas as funções.
suporte ao cliente demora dias para responder e não resolve nada,Negativa,Claude,Suporte ao cliente demora dias para responder e não resolve nada.
muitos aplicativos utilizam autenticação por senha,Neutra,ChatGPT,Muitos aplicativos utilizam autenticação por senha.
o app possui recursos incríveis e muito bem desenvolvidos,Positiva,ChatGPT,O app possui recursos incríveis e muito bem desenvolvidos.
aplicativos de áudio suportam podcasts,Neutra,ChatGPT,Aplicativos de áudio suportam podcasts.
a interface possui textos pequenos e difíceis de ler,Negativa,ChatGPT,A interface possui textos pequenos e difíceis de ler.
as transições de tela são travadas e nada suaves,Negativa,Gemini,As transições de tela são travadas e nada suaves.
aplicativo essencial que não consigo mais imaginar minha vida sem,Positiva,Claude,Aplicativo essencial que não consigo mais imaginar minha vida sem.
anotações em áudio podem ser anexadas a tarefas em aplicativos de produtividade,Neutra,Gemini,Anotações em áudio podem ser anexadas a tarefas em aplicativos de produtividade.
um aplicativo que entrega excelência em cada detalhe,Positiva,Gemini,Um aplicativo que entrega excelência em cada detalhe.
aplicativos de calendário auxiliam no gerenciamento de compromissos e eventos diários,Neutra,Gemini,Aplicativos de calendário auxiliam no gerenciamento de compromissos e eventos diários.
excelente experiência de uso em todas as funções,Positiva,ChatGPT,Excelente experiência de uso em todas as funções.
aplicativos de ecommerce permitem compras diretamente pelo smartphone,Neutra,Claude,Aplicativos de e-commerce permitem compras diretamente pelo smartphone.
o período de teste gratuito cancela sozinho e já cobra,Negativa,Gemini,O período de teste gratuito cancela sozinho e já cobra.
os tutoriais em vídeo dentro do app são excelentes,Positiva,Gemini,Os tutoriais em vídeo dentro do app são excelentes.
os menus estão todos desorganizados e escondidos,Negativa,Gemini,Os menus estão todos desorganizados e escondidos.
app que recomendo com entusiasmo para qualquer pessoa,Positiva,Claude,App que recomendo com entusiasmo para qualquer pessoa.
não sei como vivi tanto tempo sem essa ferramenta incrível,Positiva,Gemini,Não sei como vivi tanto tempo sem essa ferramenta incrível.
o aplicativo reinicia a reprodução do zero ao minimizar,Negativa,Claude,O aplicativo reinicia a reprodução do zero ao minimizar.
as permissões exigidas comprometem a privacidade,Negativa,ChatGPT,As permissões exigidas comprometem a privacidade.
aplicativos maliciosos podem roubar dados pessoais dos usuários,Neutra,Claude,Aplicativos maliciosos podem roubar dados pessoais dos usuários.
ótima qualidade e desempenho durante o uso,Positiva,ChatGPT,Ótima qualidade e desempenho durante o uso.
aplicativo muito útil e intuitivo no uso diário,Positiva,ChatGPT,Aplicativo muito útil e intuitivo no uso diário.
o aplicativo apresenta erros ao fazer login,Negativa,ChatGPT,O aplicativo apresenta erros ao fazer login.
cronômetros de intervalo são recursos comuns em aplicativos de treino de alta intensidade,Neutra,Gemini,Cronômetros de intervalo são recursos comuns em aplicativos de treino de alta intensidade.
a navegação entre páginas é lenta e travada,Negativa,ChatGPT,A navegação entre páginas é lenta e travada.
estou impressionado com a qualidade desse app,Positiva,ChatGPT,Estou impressionado com a qualidade desse app.
alguns aplicativos oferecem integração com email,Neutra,ChatGPT,Alguns aplicativos oferecem integração com e-mail.
não há confirmação antes de excluir dados importantes,Negativa,Claude,Não há confirmação antes de excluir dados importantes.
aplicativo muito estável e com ótima usabilidade,Positiva,ChatGPT,Aplicativo muito estável e com ótima usabilidade.
as notificações chegam atrasadas e muitas vezes não funcionam,Negativa,ChatGPT,As notificações chegam atrasadas e muitas vezes não funcionam.
jogos baseados em localização requerem dados do gps e o deslocamento físico do jogador,Neutra,Gemini,Jogos baseados em localização requerem dados do GPS e o deslocamento físico do jogador.
interface organizada e muito agradável visualmente,Positiva,ChatGPT,Interface organizada e muito agradável visualmente.
o password e o lastpass são exemplos de gerenciadores de senhas,Neutra,Claude,O 1Password e o LastPass são exemplos de gerenciadores de senhas.
feedback visual imediato em cada ação que realizo no app,Positiva,Claude,Feedback visual imediato em cada ação que realizo no app.
o aplicativo fecha sozinho ao abrir configurações,Negativa,ChatGPT,O aplicativo fecha sozinho ao abrir configurações.
suporte a múltiplos arquivos simultâneos sem travar ou lentidão,Positiva,Claude,Suporte a múltiplos arquivos simultâneos sem travar ou lentidão.
configurações de notificação existem mas não funcionam na prática,Negativa,Claude,Configurações de notificação existem mas não funcionam na prática.
alguns aplicativos permitem exportar arquivos,Neutra,ChatGPT,Alguns aplicativos permitem exportar arquivos.
integração com outros apps funcionou perfeitamente na primeira tentativa,Positiva,Claude,Integração com outros apps funcionou perfeitamente na primeira tentativa.
react native permite desenvolver aplicativos usando javascript,Neutra,Claude,React Native permite desenvolver aplicativos usando JavaScript.
o aplicativo não funciona em dispositivos com android antigo,Negativa,Claude,O aplicativo não funciona em dispositivos com Android antigo.
o google fotos oferece backup gratuito com compressão de imagens,Neutra,Claude,O Google Fotos oferece backup gratuito com compressão de imagens.
uma das melhores interfaces de usuário dos últimos anos,Positiva,Gemini,Uma das melhores interfaces de usuário dos últimos anos.
flashcards digitais utilizam o princípio da repetição espaçada em aplicativos móveis de estudo ativo,Neutra,Gemini,Flashcards digitais utilizam o princípio da repetição espaçada em aplicativos móveis de estudo ativo.
minha assinatura foi renovada sem aviso prévio de cobrança,Negativa,Claude,Minha assinatura foi renovada sem aviso prévio de cobrança.
aplicativos de alarme emitem sons em horários programados pelo usuário do dispositivo,Neutra,Gemini,Aplicativos de alarme emitem sons em horários programados pelo usuário do dispositivo.
falta de clareza nos ícones não sei o que cada um faz,Negativa,Gemini,"Falta de clareza nos ícones, não sei o que cada um faz."
estou desinstalando porque a atualização estragou a usabilidade,Negativa,Gemini,Estou desinstalando porque a atualização estragou a usabilidade.
aplicativo intuitivo e extremamente funcional no cotidiano,Positiva,ChatGPT,Aplicativo intuitivo e extremamente funcional no cotidiano.
o aplicativo trava constantemente durante o uso e perde meus dados salvos,Negativa,ChatGPT,O aplicativo trava constantemente durante o uso e perde meus dados salvos.
o app não mostra o total correto com frete na tela de resumo,Negativa,Claude,O app não mostra o total correto com frete na tela de resumo.
atualizações constantes mostram que a equipe se importa com os usuários,Positiva,Claude,Atualizações constantes mostram que a equipe se importa com os usuários.
infelizmente o app crasha quando tento fazer o login,Negativa,Gemini,Infelizmente o app crasha quando tento fazer o login.
a transição entre as abas é muito suave e agradável,Positiva,Gemini,A transição entre as abas é muito suave e agradável.
alguns aplicativos oferecem a opção de criar um perfil de usuário,Neutra,Gemini,Alguns aplicativos oferecem a opção de criar um perfil de usuário.
performance horrível parece um app de dez anos atrás,Negativa,Gemini,"Performance horrível, parece um app de dez anos atrás."
é o primeiro aplicativo que abro quando acordo,Positiva,Gemini,É o primeiro aplicativo que abro quando acordo.
aplicativo rápido e muito eficiente no funcionamento,Positiva,ChatGPT,Aplicativo rápido e muito eficiente no funcionamento.
aplicativo incrível e extremamente fácil de navegar,Positiva,ChatGPT,Aplicativo incrível e extremamente fácil de navegar.
alguns aplicativos utilizam notificações silenciosas,Neutra,ChatGPT,Alguns aplicativos utilizam notificações silenciosas.
tem todas as ferramentas que eu procurava em um só lugar,Positiva,Gemini,Tem todas as ferramentas que eu procurava em um só lugar.
estou muito decepcionado com a qualidade deste serviço,Negativa,Gemini,Estou muito decepcionado com a qualidade deste serviço.
o sistema de abas permite realizar várias tarefas ao mesmo tempo,Positiva,Gemini,O sistema de abas permite realizar várias tarefas ao mesmo tempo.
alguns aplicativos exigem a inserção do código de segurança do cartão para compras,Neutra,Gemini,Alguns aplicativos exigem a inserção do código de segurança do cartão para compras.
constantemente apresenta falhas e fecha sem aviso prévio,Negativa,Gemini,Constantemente apresenta falhas e fecha sem aviso prévio.
sandboxing é uma técnica que isola aplicativos para proteger o sistema operacional,Neutra,Claude,Sandboxing é uma técnica que isola aplicativos para proteger o sistema operacional.
interface confusa não entendo como navegar entre as telas,Negativa,Claude,"Interface confusa, não entendo como navegar entre as telas."
exportar dados da conta é impossível não existe essa função,Negativa,Claude,"Exportar dados da conta é impossível, não existe essa função."
aplicativos de idiomas utilizam reconhecimento de voz para avaliar pronúncia,Neutra,Claude,Aplicativos de idiomas utilizam reconhecimento de voz para avaliar pronúncia.
ótima experiência com recursos bem desenvolvidos,Positiva,ChatGPT,Ótima experiência com recursos bem desenvolvidos.
jogos de quebracabeça exigem a resolução de problemas lógicos para avançar para o próximo nível,Neutra,Gemini,Jogos de quebra-cabeça exigem a resolução de problemas lógicos para avançar para o próximo nível.
o aplicativo consegue ser complexo em funções e simples de usar,Positiva,Gemini,O aplicativo consegue ser complexo em funções e simples de usar.
muito leve não ocupa quase nada de espaço no celular,Positiva,Gemini,"Muito leve, não ocupa quase nada de espaço no celular."
melhor aplicativo da categoria sem dúvidas,Positiva,Gemini,"Melhor aplicativo da categoria, sem dúvidas."
o aplicativo me ensinou muito com suas funções educativas,Positiva,Gemini,O aplicativo me ensinou muito com suas funções educativas.
reminders inteligentes no momento certo sem ser invasivo,Positiva,Claude,Reminders inteligentes no momento certo sem ser invasivo.
gostei muito da qualidade e estabilidade do aplicativo,Positiva,ChatGPT,Gostei muito da qualidade e estabilidade do aplicativo.
o aplicativo perde conexão sem motivo aparente,Negativa,ChatGPT,O aplicativo perde conexão sem motivo aparente.
um sistema impecável não tenho do que reclamar,Positiva,Gemini,"Um sistema impecável, não tenho do que reclamar."
aplicativos de agenda enviam notificações de eventos,Neutra,ChatGPT,Aplicativos de agenda enviam notificações de eventos.
app que realmente cumpre tudo que promete na descrição da loja,Positiva,Claude,App que realmente cumpre tudo que promete na descrição da loja.
aplicativo extremamente útil e muito bem organizado,Positiva,ChatGPT,Aplicativo extremamente útil e muito bem organizado.
app que resolveu um problema que eu tinha há anos de forma simples,Positiva,Claude,App que resolveu um problema que eu tinha há anos de forma simples.
o talkback é o leitor de tela nativo do android,Neutra,Claude,O TalkBack é o leitor de tela nativo do Android.
aplicativo muito organizado e simples de entender,Positiva,ChatGPT,Aplicativo muito organizado e simples de entender.
ícones intuitivos que qualquer pessoa entende sem precisar ler,Positiva,Claude,Ícones intuitivos que qualquer pessoa entende sem precisar ler.
o aplicativo superou minhas expectativas em todos os aspectos,Positiva,ChatGPT,O aplicativo superou minhas expectativas em todos os aspectos.
o sistema não reconhece meus dados biométricos para entrar,Negativa,Gemini,O sistema não reconhece meus dados biométricos para entrar.
aplicativos de agenda sincronizam compromissos com serviços de nuvem,Neutra,Claude,Aplicativos de agenda sincronizam compromissos com serviços de nuvem.
é tão fácil de usar que até minha avó conseguiu aprender,Positiva,Gemini,É tão fácil de usar que até minha avó conseguiu aprender.
o sistema de recompensas é muito estimulante e divertido,Positiva,Gemini,O sistema de recompensas é muito estimulante e divertido.
o shopee opera no brasil desde com aplicativo de marketplace,Neutra,Claude,O Shopee opera no Brasil desde 2019 com aplicativo de marketplace.
recurso de destaques automáticos muito preciso e útil no dia a dia,Positiva,Claude,Recurso de destaques automáticos muito preciso e útil no dia a dia.
excelente para equipes colaboração em tempo real funciona perfeitamente,Positiva,Claude,"Excelente para equipes, colaboração em tempo real funciona perfeitamente."
aplicativos de hospedagem permitem buscar e confirmar reservas em hotéis e propriedades particulares cadastradas,Neutra,Gemini,Aplicativos de hospedagem permitem buscar e confirmar reservas em hotéis e propriedades particulares cadastradas.
aplicativos de streaming de música permitem ouvir faixas sob demanda,Neutra,Claude,Aplicativos de streaming de música permitem ouvir faixas sob demanda.
o ifood opera no brasil méxico colômbia e portugal,Neutra,Claude,"O iFood opera no Brasil, México, Colômbia e Portugal."
clareza nas notificações sempre sei exatamente o que aconteceu,Positiva,Claude,"Clareza nas notificações, sempre sei exatamente o que aconteceu."
excelente aplicativo superou todas as minhas expectativas,Positiva,Gemini,"Excelente aplicativo, superou todas as minhas expectativas."
o suporte ao cliente é rápido e resolveu meu problema,Positiva,Gemini,O suporte ao cliente é rápido e resolveu meu problema.
animações suaves que deixam a experiência muito mais agradável,Positiva,Claude,Animações suaves que deixam a experiência muito mais agradável.
aplicativo rápido moderno e muito fácil de usar,Positiva,ChatGPT,"Aplicativo rápido, moderno e muito fácil de usar."
performance consistente independentemente de quantas funções uso juntas,Positiva,Claude,Performance consistente independentemente de quantas funções uso juntas.
a integração com smartwatch é perfeita e sem atrasos,Positiva,Gemini,A integração com smartwatch é perfeita e sem atrasos.
atualizações de segurança frequentes mostram comprometimento da equipe,Positiva,Claude,Atualizações de segurança frequentes mostram comprometimento da equipe.
um excelente custobenefício recomendo de olhos fechados,Positiva,Gemini,"Um excelente custo-benefício, recomendo de olhos fechados."
listas de tarefas colaborativas funcionando perfeitamente em tempo real,Positiva,Claude,Listas de tarefas colaborativas funcionando perfeitamente em tempo real.
gostei bastante da experiência fluida e organizada,Positiva,ChatGPT,Gostei bastante da experiência fluida e organizada.
excelente ferramenta para organizar atividades diárias,Positiva,ChatGPT,Excelente ferramenta para organizar atividades diárias.
gostei muito da velocidade e organização do app,Positiva,ChatGPT,Gostei muito da velocidade e organização do app.
aplicativos de controle de estoque registram entradas e saídas de produtos,Neutra,Claude,Aplicativos de controle de estoque registram entradas e saídas de produtos.
o calm e o headspace são exemplos de aplicativos de meditação,Neutra,Claude,O Calm e o Headspace são exemplos de aplicativos de meditação.
atualizações de aplicativos corrigem erros e adicionam funções,Neutra,ChatGPT,Atualizações de aplicativos corrigem erros e adicionam funções.
gostei da simplicidade sem perder funcionalidades importantes,Positiva,ChatGPT,Gostei da simplicidade sem perder funcionalidades importantes.
o aplicativo trava ao abrir a galeria,Negativa,ChatGPT,O aplicativo trava ao abrir a galeria.
o aplicativo do sus disponibiliza a carteira de vacinação digital no brasil,Neutra,Claude,O aplicativo do SUS disponibiliza a carteira de vacinação digital no Brasil.
a interface é complicada para novos usuários,Negativa,ChatGPT,A interface é complicada para novos usuários.
aplicativos de produtividade permitem compartilhamento de documentos,Neutra,ChatGPT,Aplicativos de produtividade permitem compartilhamento de documentos.
lembra minhas preferências entre sessões sem precisar reconfigurar nada,Positiva,Claude,Lembra minhas preferências entre sessões sem precisar reconfigurar nada.
alguns aplicativos possuem filtros de pesquisa,Neutra,ChatGPT,Alguns aplicativos possuem filtros de pesquisa.
o aplicativo não responde rapidamente aos comandos,Negativa,ChatGPT,O aplicativo não responde rapidamente aos comandos.
aplicativos de receitas mostram listas de ingredientes,Neutra,ChatGPT,Aplicativos de receitas mostram listas de ingredientes.
o consumo de bateria é absurdamente alto,Negativa,ChatGPT,O consumo de bateria é absurdamente alto.
aplicativos podem utilizar apis de localização,Neutra,ChatGPT,Aplicativos podem utilizar APIs de localização.
aplicativos de batepapo por vídeo permitem chamadas individuais e em grupo,Neutra,Claude,Aplicativos de bate-papo por vídeo permitem chamadas individuais e em grupo.
aplicativo muito agradável e simples de configurar,Positiva,ChatGPT,Aplicativo muito agradável e simples de configurar.
um dos poucos apps que realmente entregam o que oferecem,Positiva,Gemini,Um dos poucos apps que realmente entregam o que oferecem.
os controles são pouco responsivos e irritantes,Negativa,ChatGPT,Os controles são pouco responsivos e irritantes.
o rastreamento de encomenda não atualiza há dois dias,Negativa,Claude,O rastreamento de encomenda não atualiza há dois dias.
alguns aplicativos oferecem planos gratuitos e pagos,Neutra,ChatGPT,Alguns aplicativos oferecem planos gratuitos e pagos.
a qualidade das chamadas é muito instável,Negativa,ChatGPT,A qualidade das chamadas é muito instável.
configuração inicial automática que detecta minhas preferências sozinha,Positiva,Claude,Configuração inicial automática que detecta minhas preferências sozinha.
aplicativos de controle remoto permitem operar tvs e aparelhos via infravermelho,Neutra,Claude,Aplicativos de controle remoto permitem operar TVs e aparelhos via infravermelho.
aplicativos de redes sociais têm feeds de notícias para exibição de postagens,Neutra,Gemini,Aplicativos de redes sociais têm feeds de notícias para exibição de postagens.
recomendo a todos pois é muito leve não consome muita bateria do celular e cumpre exatamente o que promete,Positiva,Gemini,"Recomendo a todos, pois é muito leve, não consome muita bateria do celular e cumpre exatamente o que promete."
o painel de controle é muito intuitivo e organizado,Positiva,Gemini,O painel de controle é muito intuitivo e organizado.
os clientes de email permitem ler enviar e organizar mensagens eletrônicas,Neutra,Gemini,"Os clientes de e-mail permitem ler, enviar e organizar mensagens eletrônicas."
a resposta do leitor de digital no login é imediata,Positiva,Gemini,A resposta do leitor de digital no login é imediata.
aplicativos financeiros mostram histórico de transações,Neutra,ChatGPT,Aplicativos financeiros mostram histórico de transações.
sempre que clico no botão de salvar ele trava,Negativa,Gemini,"Sempre que clico no botão de salvar, ele trava."
a empresa não liga para o feedback dos usuários nas lojas,Negativa,Gemini,A empresa não liga para o feedback dos usuários nas lojas.
aplicativos de rádio amador permitem comunicação por frequência via smartphone,Neutra,Claude,Aplicativos de rádio amador permitem comunicação por frequência via smartphone.
filtros de realidade aumentada podem ser aplicados em fotos dentro do aplicativo,Neutra,Gemini,Filtros de realidade aumentada podem ser aplicados em fotos dentro do aplicativo.
maior decepção do ano uma verdadeira dor de cabeça,Negativa,Gemini,"Maior decepção do ano, uma verdadeira dor de cabeça."
a receita federal disponibiliza o aplicativo meu imposto de renda para dispositivos móveis,Neutra,Claude,A Receita Federal disponibiliza o aplicativo Meu Imposto de Renda para dispositivos móveis.
experiência excelente com recursos realmente funcionais,Positiva,ChatGPT,Experiência excelente com recursos realmente funcionais.
personalização perfeita consigo deixar tudo do meu jeito,Positiva,Claude,"Personalização perfeita, consigo deixar tudo do meu jeito."
aplicativos corporativos auxiliam na comunicação interna,Neutra,ChatGPT,Aplicativos corporativos auxiliam na comunicação interna.
aplicativos de jogos representam uma das categorias mais lucrativas das lojas digitais,Neutra,Claude,Aplicativos de jogos representam uma das categorias mais lucrativas das lojas digitais.
gostei muito do design limpo e organizado,Positiva,ChatGPT,Gostei muito do design limpo e organizado.
o tamanho de um aplicativo é medido em megabytes ou gigabytes,Neutra,Claude,O tamanho de um aplicativo é medido em megabytes ou gigabytes.
aplicativos bancários permitem consultar o saldo atualizado da conta e o extrato de transações,Neutra,Gemini,Aplicativos bancários permitem consultar o saldo atualizado da conta e o extrato de transações.
a integração com os assistentes de voz funciona de forma nativa,Positiva,Gemini,A integração com os assistentes de voz funciona de forma nativa.
o google lens reconhece objetos textos e plantas por meio da câmera,Neutra,Claude,"O Google Lens reconhece objetos, textos e plantas por meio da câmera."
os correios oferecem um aplicativo oficial para rastreamento de objetos postais,Neutra,Claude,Os Correios oferecem um aplicativo oficial para rastreamento de objetos postais.
o aplicativo buga ao receber ligação durante o uso,Negativa,Claude,O aplicativo buga ao receber ligação durante o uso.
a app store distribui aplicativos para usuários de iphone e ipad,Neutra,Gemini,A App Store distribui aplicativos para usuários de iPhone e iPad.
estou apaixonado por todas as funcionalidades oferecidas nunca vi um aplicativo tão completo e prático para me ajudar na organização,Positiva,Gemini,"Estou apaixonado por todas as funcionalidades oferecidas, nunca vi um aplicativo tão completo e prático para me ajudar na organização."
